"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"30de998f524c7ef6c7c75294c8d2488b","d__Archaea","p__Crenarchaeota","c__Nitrososphaeria","o__Nitrososphaerales","f__Nitrososphaeraceae","d__Archaea","p__Crenarchaeota"
"461a31080689a8f3552fe4069ae34161","d__Archaea","p__Crenarchaeota","c__Nitrososphaeria","o__Nitrosotaleales","f__Nitrosotaleaceae","g__Nitrosotaleaceae","s__uncultured_archaeon"
"1661801a4f679289e629e7094a520247","d__Archaea","p__Crenarchaeota","c__Nitrososphaeria","o__Nitrosopumilales","f__Nitrosopumilaceae","g__Nitrosopumilaceae","s__uncultured_archaeon"
"3e2d9c830a8468f9c5d5bafc1e20aa75","d__Archaea","p__Crenarchaeota","c__Nitrososphaeria","o__Nitrosopumilales","f__Nitrosopumilaceae","g__Nitrosopumilaceae","s__uncultured_archaeon"
"72aa02dfdc2539d52b69c7544be33a83","d__Archaea","p__Crenarchaeota","c__Nitrososphaeria","o__Nitrosopumilales","f__Nitrosopumilaceae","g__Nitrosopumilaceae","s__uncultured_archaeon"
"5acc2f5cdb8ae1d97b9082f77e761e73","d__Archaea","p__Crenarchaeota","c__Nitrososphaeria","o__Nitrosopumilales","f__Nitrosopumilaceae","g__Nitrosopumilaceae","s__uncultured_archaeon"
"94db61edcb13e368816d34a6bdcb0309","d__Archaea","p__Crenarchaeota","c__Nitrososphaeria","o__Nitrosopumilales","f__Nitrosopumilaceae","g__Nitrosopumilaceae","s__uncultured_archaeon"
"fb8145880fa86d20f3fae5b1d504443f","d__Archaea","p__Crenarchaeota","c__Nitrososphaeria","o__Nitrosopumilales","f__Nitrosopumilaceae","g__Candidatus_Nitrosotenuis","d__Archaea"
"07f24e3cb8f72130596ab50684a7043b","d__Archaea","p__Crenarchaeota","c__Nitrososphaeria","o__Nitrosopumilales","f__Nitrosopumilaceae","g__Candidatus_Nitrosotenuis","s__uncultured_crenarchaeote"
"d5bb3025d621148a36aa0b7d7e2bcdcc","d__Archaea","p__Crenarchaeota","c__Nitrososphaeria","o__Nitrosopumilales","f__Nitrosopumilaceae","g__Nitrosarchaeum","s__uncultured_archaeon"
"47179b53bc03ecf0ca8ff8063a6740b4","d__Archaea","p__Crenarchaeota","c__Nitrososphaeria","o__Nitrosopumilales","f__Nitrosopumilaceae","g__Candidatus_Nitrosopumilus","d__Archaea"
"8ddfa574f0ad4f3ba22507751328c1a5","d__Archaea","p__Crenarchaeota","c__Nitrososphaeria","o__Nitrosotaleales","f__Nitrosotaleaceae","g__Candidatus_Nitrosotalea","s__uncultured_archaeon"
"a02f493b14105599381792a870b13fb2","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","s__uncultured_euryarchaeote"
"e62183a5d93139ff6ebaf0c58e8064dc","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","d__Archaea"
"0d02287eccbeae44108624ed552bc6e7","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","s__uncultured_euryarchaeote"
"306dc30b6c9fb07cb3f9ef77973c6b10","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","s__uncultured_archaeon"
"0525872c40e9b091f284699a9a12961c","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","s__uncultured_archaeon"
"6efea6305c52157eefef560428da0a0f","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","s__uncultured_archaeon"
"30b4287fd58a878c25cc8db1ecaa0a87","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","s__uncultured_archaeon"
"eaebb4a4487fab434e555f5bce43ae1e","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","s__uncultured_archaeon"
"5fcf33f8a15f4f6dfc064cb93844c0d3","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","d__Archaea"
"0be646b3fea1ac3095e7d7d78aee33ae","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","d__Archaea"
"a349d0f6834854f7b33a887aa658c71c","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","s__uncultured_euryarchaeote"
"f6d15b5a64dd1f4d324690cf23b7bd37","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","s__uncultured_euryarchaeote"
"420aad8000d8451f30689db79ca8861f","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","d__Archaea"
"37117943f93b419e12ca94c1418d75f1","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","s__Candidatus_Nomurabacteria"
"fb6a56a356f8b241896387448d30aa93","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","s__uncultured_archaeon"
"8c72dc94dbe693da298a926f75c655a6","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","d__Archaea"
"65fb41630ad0be89970b8063bcf479a1","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","d__Archaea"
"1196fea4e0f9a7e18b20e874eab8526b","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","s__uncultured_euryarchaeote"
"6451e34aa3c2240ff8c05dfb30817cdb","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","s__uncultured_archaeon"
"4303499fabdf4dd91acbb6ab4b65bfc6","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","s__uncultured_euryarchaeote"
"9af573337219fa3305eff627429acb73","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","s__uncultured_euryarchaeote"
"3caa8e7bfacd8e078bbbea1fc9a5a4e4","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","d__Archaea"
"a9559710913be9fab097e949a08c6edd","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","d__Archaea"
"bbd842887c73ed3ba52b982646c3c39a","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","d__Archaea"
"aa22800e2c196e7de3c5114ca1de677c","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","s__uncultured_euryarchaeote"
"e135df299d084a494b563df83cf0cb38","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","s__uncultured_euryarchaeote"
"9be64640d4accb01075e4f082055afc6","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","d__Archaea"
"0720e449328cc0dccb02517c565992cd","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","s__uncultured_euryarchaeote"
"71d975ecdce5daff9e8855028bd995c2","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","s__uncultured_bacterium"
"efc46d27b7bdc12ca731b2b9f459b862","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","s__uncultured_bacterium"
"989b69e5018362c2a9f3985ca4d79d16","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","d__Archaea"
"a1211849af103aa8f0b6f3a08d216a9e","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","d__Archaea"
"0b42f573863b3e1fcbe25d1985260783","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","d__Archaea"
"9a6f01c2a69bcfb3fee70521f88d54cb","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","d__Archaea"
"17b9a699e93160fefc4d6c131d8bb94a","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","s__uncultured_bacterium"
"e43f0a8b5fb7677737afcb5e588480cf","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","s__uncultured_euryarchaeote"
"3c7a73133a923bd31ce3a581729ac557","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","d__Archaea"
"d3c84b78004e3bd8200196862cea7b7f","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","d__Archaea"
"4c92697e3a46802bed8b3a846df43b8f","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","d__Archaea"
"1acd60bc40a2801371dada8023ea14fb","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","s__uncultured_archaeon"
"6db09c536001171879749b9de865f4fe","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","d__Archaea"
"c99c1b57e3d7bc514c1160582bef36c0","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","d__Archaea"
"d0a3187208ae3c03d8623a2480e203c2","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","s__uncultured_euryarchaeote"
"ec4dfc6a2cf7932a8228887a281e9dbb","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","s__uncultured_euryarchaeote"
"a37e813eb3b36dc984ad501f50c72edf","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","d__Archaea"
"a80809e63e07b3abfb9d1a5e88e79578","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","d__Archaea"
"7667500c5c915914c31c134da685496f","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","s__uncultured_euryarchaeote"
"ea717520e619a37b3ec3fd69eb61613e","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","s__uncultured_euryarchaeote"
"97003bbe49edef455c9823abd51cfb81","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","d__Archaea"
"27b1839fa0117a1aea65ef030cf4aedf","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","d__Archaea"
"627e71597dda8cd3b6e136c7c02ba349","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","d__Archaea"
"61fd7e54b6560d9ba37c1b79dd4a8114","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","d__Archaea"
"fee38815c56ea7b8f861bd22e6cd2f84","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","s__uncultured_euryarchaeote"
"fe4acf66357f523c0d4efda975ead747","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","d__Archaea"
"4553dea4dc839b3b2ebcbc56a44cb141","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__Woesearchaeales","g__Woesearchaeales","s__uncultured_euryarchaeote"
"0e398b05613e2c918fe468a11e665fbb","d__Archaea","p__Altiarchaeota","c__Altiarchaeia","o__Altiarchaeales","f__Altiarchaeaceae","g__Candidatus_Altiarchaeum","s__uncultured_archaeon"
"7f404ad02544e7d343fbc762651fd515","d__Archaea","p__Altiarchaeota","c__Altiarchaeia","o__Altiarchaeales","f__Altiarchaeaceae","g__Candidatus_Altiarchaeum","s__uncultured_archaeon"
"75b6fb09191caf4f058636a3caba12e6","d__Archaea","p__Altiarchaeota","c__Altiarchaeia","o__Altiarchaeales","f__Altiarchaeaceae","g__Candidatus_Altiarchaeum","s__uncultured_archaeon"
"ac578c2ff22b1194ba2345e381105470","d__Archaea","p__Altiarchaeota","c__Altiarchaeia","o__Altiarchaeales","f__Altiarchaeaceae","g__Candidatus_Altiarchaeum","s__uncultured_euryarchaeote"
"e85bbc9df00a5e7c253af2df9fd61338","d__Archaea","p__Altiarchaeota","c__Altiarchaeia","o__Altiarchaeales","f__Altiarchaeaceae","g__Candidatus_Altiarchaeum","s__uncultured_euryarchaeote"
"227dac6ba00c3551caf3b1059a196085","d__Archaea","p__Altiarchaeota","c__Altiarchaeia","o__Altiarchaeales","f__Altiarchaeaceae","g__Candidatus_Altiarchaeum","d__Archaea"
"abaed1eaf2f766695f26badd0f18dc93","d__Archaea","p__Altiarchaeota","c__Altiarchaeia","o__Altiarchaeales","f__Altiarchaeaceae","g__Candidatus_Altiarchaeum","s__uncultured_archaeon"
"b490b220957724d84d15e8bd8e1579b6","d__Archaea","p__Altiarchaeota","c__Altiarchaeia","o__Altiarchaeales","f__Altiarchaeaceae","g__Candidatus_Altiarchaeum","s__uncultured_archaeon"
"b94f85d51bc2b8f37947a4ea520b46fe","d__Archaea","p__Altiarchaeota","c__Altiarchaeia","o__Altiarchaeales","f__Altiarchaeaceae","g__Candidatus_Altiarchaeum","s__uncultured_archaeon"
"b552d0bd8aeb299c1d81c7745b919f70","d__Bacteria","p__Desantisbacteria","c__Desantisbacteria","o__Desantisbacteria","f__Desantisbacteria","g__Desantisbacteria","s__Candidatus_Desantisbacteria"
"9c9a72117ee0b4710d3cdf1b5e8713a2","d__Bacteria","p__Desantisbacteria","c__Desantisbacteria","o__Desantisbacteria","f__Desantisbacteria","g__Desantisbacteria","s__Candidatus_Desantisbacteria"
"8fd405903ed69fb7541e12b1c418a94e","d__Bacteria","p__Desantisbacteria","c__Desantisbacteria","o__Desantisbacteria","f__Desantisbacteria","g__Desantisbacteria","s__Candidatus_Desantisbacteria"
"90d1593718b55e526028e62b7432577a","d__Bacteria","p__Desantisbacteria","c__Desantisbacteria","o__Desantisbacteria","f__Desantisbacteria","g__Desantisbacteria","s__uncultured_bacterium"
"59bfbf859dc8d63d8412fd5920028f72","d__Bacteria","p__Cyanobacteria","c__Sericytochromatia","o__Sericytochromatia","f__Sericytochromatia","g__Sericytochromatia","s__uncultured_bacterium"
"a7df49bcac1a69ae8c6e8fc181f35514","d__Bacteria","p__Elusimicrobiota","c__Elusimicrobia","o__Lineage_IV","f__Lineage_IV","g__Lineage_IV","s__uncultured_bacterium"
"190c2fb30772bef8b0ec3e7eec5e373a","d__Bacteria","p__Elusimicrobiota","c__Elusimicrobia","o__Lineage_IV","f__Lineage_IV","g__Lineage_IV","d__Bacteria"
"ee3bd51b8c35b41c6ee6a67f86606bef","d__Bacteria","p__Elusimicrobiota","c__Elusimicrobia","o__Lineage_IV","f__Lineage_IV","g__Lineage_IV","s__uncultured_bacterium"
"25efef645b5a0a75b96127e9407016eb","d__Bacteria","p__Elusimicrobiota","c__Elusimicrobia","d__Bacteria","p__Elusimicrobiota","c__Elusimicrobia","d__Bacteria"
"d2d944598ed9593b08e23d03818daa6b","d__Bacteria","p__Elusimicrobiota","c__Elusimicrobia","o__Lineage_IV","f__Lineage_IV","g__Lineage_IV","d__Bacteria"
"98082ad412f674ad216c4007e6edc712","d__Bacteria","p__Elusimicrobiota","c__Elusimicrobia","o__Lineage_IV","f__Lineage_IV","g__Lineage_IV","s__uncultured_Thermoanaerobacteraceae"
"ea25a3df0d0f2d58626e60348d367f56","d__Bacteria","p__Elusimicrobiota","c__Elusimicrobia","o__Lineage_IV","f__Lineage_IV","g__Lineage_IV","s__uncultured_bacterium"
"cf1cd57a0ca28f37eb44671662fd54b0","d__Bacteria","p__Elusimicrobiota","c__Elusimicrobia","o__MVP-88","f__MVP-88","g__MVP-88","d__Bacteria"
"c135b0681a8e16247654f6a9acdfa87e","d__Bacteria","p__Elusimicrobiota","c__Elusimicrobia","o__MVP-88","f__MVP-88","g__MVP-88","s__uncultured_bacterium"
"46d8d005ec7fbc6a653bbf9cf1dafaee","d__Bacteria","p__Elusimicrobiota","c__Elusimicrobia","o__MVP-88","f__MVP-88","g__MVP-88","s__uncultured_bacterium"
"e4c4a39665bfadaa293cb546269f12c0","d__Bacteria","p__Elusimicrobiota","c__Lineage_IIc","o__Lineage_IIc","f__Lineage_IIc","g__Lineage_IIc","s__uncultured_bacterium"
"01c58e0d3cb0e9ef4715cadb92253c9f","d__Bacteria","p__Elusimicrobiota","c__Lineage_IIc","o__Lineage_IIc","f__Lineage_IIc","g__Lineage_IIc","s__uncultured_prokaryote"
"120820ab137c579744e95642037d9b23","d__Bacteria","p__Elusimicrobiota","c__Lineage_IIb","o__Lineage_IIb","f__Lineage_IIb","g__Lineage_IIb","s__uncultured_bacterium"
"d32c4361703dd99adb1e38549d2647ad","d__Bacteria","p__Elusimicrobiota","c__Lineage_IIb","o__Lineage_IIb","f__Lineage_IIb","g__Lineage_IIb","s__uncultured_bacterium"
"9cdb34372ba18961323d7df275ff8905","d__Bacteria","p__Elusimicrobiota","c__Lineage_IIb","o__Lineage_IIb","f__Lineage_IIb","g__Lineage_IIb","s__uncultured_bacterium"
"d2d9ffab41a05386680098fd35d317f2","d__Bacteria","p__Elusimicrobiota","c__Lineage_IIa","o__Lineage_IIa","f__Lineage_IIa","g__Lineage_IIa","s__uncultured_bacterium"
"d3f59ba950e87392a0e4da81d533a7bb","d__Bacteria","p__Elusimicrobiota","c__Lineage_IIa","o__Lineage_IIa","f__Lineage_IIa","g__Lineage_IIa","s__uncultured_bacterium"
"26a5f1174a142c6231de1ac6a9aa8ead","d__Bacteria","p__Elusimicrobiota","c__Lineage_IIa","o__Lineage_IIa","f__Lineage_IIa","g__Lineage_IIa","s__uncultured_actinobacterium"
"3ac639b6857081366ec980cbde290a28","d__Bacteria","p__Elusimicrobiota","c__Lineage_IIa","o__Lineage_IIa","f__Lineage_IIa","g__Lineage_IIa","d__Bacteria"
"069210b440871addd6acb5c9fbdf523a","d__Bacteria","p__Elusimicrobiota","c__Lineage_IIc","o__Lineage_IIc","f__Lineage_IIc","g__Lineage_IIc","s__Elusimicrobia_bacterium"
"f5d6fe04fcf9fc14f1c34dc29d294c1a","d__Bacteria","p__Elusimicrobiota","c__Lineage_IIc","o__Lineage_IIc","f__Lineage_IIc","g__Lineage_IIc","s__uncultured_bacterium"
"fd8224872d9a7df7b4e6d78520f8b3f2","d__Bacteria","p__Elusimicrobiota","c__Lineage_IIc","o__Lineage_IIc","f__Lineage_IIc","g__Lineage_IIc","s__Elusimicrobia_bacterium"
"ddada9fe99fb95580572c5baf05a7480","d__Bacteria","p__Elusimicrobiota","c__Elusimicrobiota","o__Elusimicrobiota","f__Elusimicrobiota","g__Elusimicrobiota","s__uncultured_bacterium"
"d862b8d64b1c4e261b1eee528a1b90c3","d__Bacteria","p__Chloroflexi","c__Anaerolineae","o__RBG-13-54-9","f__RBG-13-54-9","g__RBG-13-54-9","s__uncultured_bacterium"
"816f67f1e4af0e5c87e2aa7c52eb52c3","d__Bacteria","p__Chloroflexi","c__Anaerolineae","o__RBG-13-54-9","f__RBG-13-54-9","g__RBG-13-54-9","d__Bacteria"
"10228257656cf28cff93aa05b953d4fc","d__Bacteria","p__Chloroflexi","c__Anaerolineae","o__RBG-13-54-9","f__RBG-13-54-9","g__RBG-13-54-9","s__metagenome"
"1b9442271584e68695e1bb3dbdf8675a","d__Bacteria","p__Chloroflexi","c__Anaerolineae","o__RBG-13-54-9","f__RBG-13-54-9","g__RBG-13-54-9","d__Bacteria"
"e28021aceaada43d82cf9ed7f540f742","d__Bacteria","p__Chloroflexi","c__Anaerolineae","o__RBG-13-54-9","f__RBG-13-54-9","g__RBG-13-54-9","s__metagenome"
"28e0d9d32e7fe75f00f4c738c7aa4939","d__Bacteria","p__Chloroflexi","c__Anaerolineae","o__RBG-13-54-9","f__RBG-13-54-9","g__RBG-13-54-9","s__metagenome"
"45394fe75f8bc871e97a0afaf2e8910f","d__Bacteria","p__Chloroflexi","c__Anaerolineae","o__RBG-13-54-9","f__RBG-13-54-9","g__RBG-13-54-9","s__metagenome"
"64792eee66aa60c564cfbac0a5aff682","d__Bacteria","p__Chloroflexi","c__Anaerolineae","o__RBG-13-54-9","f__RBG-13-54-9","g__RBG-13-54-9","s__metagenome"
"181243b6985ff43c92d8be7ba0a0d9b3","d__Bacteria","p__Chloroflexi","c__Anaerolineae","o__RBG-13-54-9","f__RBG-13-54-9","g__RBG-13-54-9","s__metagenome"
"77b5f3a7b9050e77ab8ab9ca1d380065","d__Bacteria","p__Chloroflexi","c__Anaerolineae","o__RBG-13-54-9","f__RBG-13-54-9","g__RBG-13-54-9","s__metagenome"
"6427b8b249a9c12f415de2dd26b56bc8","d__Bacteria","p__Chloroflexi","c__Anaerolineae","o__RBG-13-54-9","f__RBG-13-54-9","g__RBG-13-54-9","s__metagenome"
"943a05e086d7befd1968ead521d7465d","d__Bacteria","p__Patescibacteria","c__uncultured","o__uncultured","f__uncultured","g__uncultured","s__uncultured_bacterium"
"58a8588f9ebc1d4258c2d17f6e0b60b4","d__Bacteria","p__Patescibacteria","c__Microgenomatia","o__Candidatus_Pacebacteria","f__Candidatus_Pacebacteria","g__Candidatus_Pacebacteria","s__uncultured_bacterium"
"0ce2d766dac5cb6c079b035c87ca0752","d__Bacteria","p__Patescibacteria","c__Microgenomatia","o__Candidatus_Pacebacteria","f__Candidatus_Pacebacteria","g__Candidatus_Pacebacteria","s__uncultured_bacterium"
"c2954b5617155173d4215c5d1c58607a","d__Bacteria","p__Patescibacteria","c__Microgenomatia","d__Bacteria","p__Patescibacteria","c__Microgenomatia","d__Bacteria"
"fd2b89b132771343ef677e21513ed1c1","d__Bacteria","p__Patescibacteria","c__Microgenomatia","o__Candidatus_Pacebacteria","f__Candidatus_Pacebacteria","g__Candidatus_Pacebacteria","s__uncultured_bacterium"
"273be627478e994402a3b2ca21d7fcc3","d__Bacteria","p__Patescibacteria","c__Microgenomatia","o__Candidatus_Pacebacteria","f__Candidatus_Pacebacteria","g__Candidatus_Pacebacteria","s__uncultured_bacterium"
"e92ffb84f575787ccf3bcb702871fb6c","d__Bacteria","p__Patescibacteria","c__Microgenomatia","o__Candidatus_Pacebacteria","f__Candidatus_Pacebacteria","g__Candidatus_Pacebacteria","s__uncultured_bacterium"
"0157e7378d979dda8b91cd5cc57c5043","d__Bacteria","p__Patescibacteria","c__Microgenomatia","o__Candidatus_Pacebacteria","f__Candidatus_Pacebacteria","g__Candidatus_Pacebacteria","d__Bacteria"
"8e3b2f4bf163c23007e0bd591debfdd7","d__Bacteria","p__Patescibacteria","c__Microgenomatia","o__Candidatus_Pacebacteria","f__Candidatus_Pacebacteria","g__Candidatus_Pacebacteria","s__uncultured_organism"
"a76bab3db8e0fe4b3921961d0526305c","d__Bacteria","p__Proteobacteria","d__Bacteria","p__Proteobacteria","d__Bacteria","p__Proteobacteria","d__Bacteria"
"13513346448967bf77f7415bf269870e","d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","d__Bacteria"
"952b855ecaaeb403fac0b25ec80a1e80","d__Bacteria","p__Marinimicrobia_(SAR406_clade)","c__Marinimicrobia_(SAR406_clade)","o__Marinimicrobia_(SAR406_clade)","f__Marinimicrobia_(SAR406_clade)","g__Marinimicrobia_(SAR406_clade)","s__Alteromonas_macleodii"
"53a984ea2d182d8645d771d1c6ffe789","d__Bacteria","p__Marinimicrobia_(SAR406_clade)","c__Marinimicrobia_(SAR406_clade)","o__Marinimicrobia_(SAR406_clade)","f__Marinimicrobia_(SAR406_clade)","g__Marinimicrobia_(SAR406_clade)","s__Alteromonas_macleodii"
"42f1a9f28e8b8092165f55194c4114ce","d__Bacteria","p__Marinimicrobia_(SAR406_clade)","c__Marinimicrobia_(SAR406_clade)","o__Marinimicrobia_(SAR406_clade)","f__Marinimicrobia_(SAR406_clade)","g__Marinimicrobia_(SAR406_clade)","s__Alteromonas_macleodii"
